date,data,source,score
2022-03-10 09:22:13,@KwasiKwarteng This is what we need more of check this out we can power everything with Hydrogen as per in Orkney @CarolineLucas @COP26 INEOS announces over €2 billion investment in Green Hydrogen Production https://t.co/i6srLgCSZD,ciel1,0.81385338306427
2022-03-10 09:21:23,@DickWinchester @JenkinsDenis Need this + electrification. They will be v complementary in my view. Much more needed to accelerate green hydrogen in Scotland and Uk,SepiGM,0.6412645578384399
2022-03-10 09:19:16,@KwasiKwarteng INEOS announces over €2 billion investment in Green Hydrogen Production https://t.co/i6srLgCSZD,ciel1,0.9383895993232727
2022-03-10 09:19:01,RT @man_e_s: How do you tell the difference between green and blue or grey #hydrogen? And what is its role in the energy #transition? Our w…,NautilusEU,-0.994988203048706
2022-03-10 09:18:30,@KwasiKwarteng @G7 INEOS announces over €2 billion investment in Green Hydrogen Production https://t.co/i6srLgCSZD,ciel1,0.94760662317276
2022-03-10 09:17:58,INEOS announces over €2 billion investment in Green Hydrogen @CarolineLucas @ineosbritannia @KwasiKwarteng Production https://t.co/i6srLgCSZD,ciel1,-0.8621875643730164
2022-03-10 09:14:40,@KwasiKwarteng check this out before agreeing to fossil fuels https://t.co/Nfpm3ONuil,ciel1,-0.9965540170669556
2022-03-10 09:13:51,@CarolineLucas https://t.co/Nfpm3ONuil,ciel1,-0.9858298897743225
2022-03-10 09:13:22,"Egypt's Abu Qir Fertilizers mulls establishment of green hydrogen, ammonia project

ABU QIR Fertilizers (ABUK) announced that its board of directors approved to consider the establishment of the Green Hydrogen and Green Ammonia project in partnership with France’s Total Co. https://t.co/SxefVHbol0",PetroleumToday,-0.9318389296531677
2022-03-10 09:09:39,@ViewFrom50k @CarolineLucas https://t.co/Nfpm3ONuil,ciel1,-0.9848788380622864
2022-03-10 09:09:05,"RT @emcombustion: Green Hydrogen International announces Hydrogen City, #Texas - The world's largest #greenhydrogen production and storage…",ReinvaVapor,0.9916606545448303
2022-03-10 09:07:27,"EU plans a ""dash"" to renewables and hydrogen to fill the Russian gas gap. This is the news we and the planet all need. Now can we have this in the UK please?  
 https://t.co/H63dpbLGvE",LABailey,0.9798189401626587
2022-03-10 09:07:18,RT @kajsakak: Green hydrogen seen as best option for steel decarbonization @reutersevents https://t.co/rBQCyfLllm,john_francis32,-0.9832043647766113
2022-03-10 09:06:58,"RT @ITMPowerPlc: A compelling report that highlights how, by working together, the EU can become a global leader in green #hydrogen innovat…",SHFCA,0.9996286630630493
2022-03-10 09:06:08,"EDF Renewables UK and Hynamics, a subsidiary of EDF Group specialising in hydrogen, are announcing plans to invest significantly in their Teesside operation, supporting local and national government aspirations to regenerate Tees V…https://t.co/m7kLUnNmry https://t.co/8vpNOfbRT7",OERnews,0.9550341963768005
2022-03-10 09:04:26,RT @Ulemco: #hydrogen needed now for HGV decarbonisation &amp; we need to accelerate the availability of infrastructure to facilitate deploymen…,SHFCA,-0.9766297340393066
2022-03-10 09:02:55,"RT @H2Green_: Find out more about Jim’s ambitions for H2 Green, and the road ahead for the #GreenHydrogen industry and the UK over at https…",SHFCA,-0.577630341053009
2022-03-10 09:02:11,"RT @Juergen_Maier: Worrying to see the #UK narrative turning towards more #Gas and #Fracking as a reaction to the #Ukraine crisis.

In the…",noush555,-0.9984024167060852
2022-03-10 09:01:38,RT @BusinessInRC: An exciting announcement from @edfenergy who have revealed plans for a green hydrogen production centre at @TeesworksUK…,PDPorts,0.9991832375526428
2022-03-10 09:01:12,@sxb66 @CarolineLucas @COP26 https://t.co/Nfpm3ONuil,ciel1,-0.987944483757019
2022-03-10 09:00:40,@kajsakak @reutersevents Green hydrogen is the best option for most applications.,DickWinchester,0.9816442131996155
2022-03-10 09:00:36,"The development of a Hydrogen ‘Green’ Energy industry could produce up to 50,000 jobs with a suitable government strategy.

Is this something that interests you? Begin your career today with one of our Renewable Energy courses. Find out more here: https://t.co/e3vmOThGJQ https://t.co/PZuC474zgK",trades_college,0.9963729381561279
2022-03-10 09:00:13,INEOS announces over €2 billion investment in Green Hydrogen Production https://t.co/i6srLgCSZD,ciel1,0.7923263907432556
2022-03-10 08:58:43,@nspector4 @Nickleditch It was also of great comfort to Ukraine that Canada hasn’t lost focus on the resolve to the great reset and would not be supplying any fossil reserves but accelerate renewables like green hydrogen to eliminate Europes dependence on Russian energy. Could be as soon as 2045!,MikeMcL00531595,0.998573899269104
2022-03-10 08:57:06,"RT @PlugPowerInc: Tomorrow at @CERAWeek 2022, CEO Andy Marsh will join leaders from @SPGlobal, @FortescueFuture and Bakken Energy for a pan…",Seb56298771,0.9977560639381409
2022-03-10 08:56:25,"A @DNV_Energy study says #hydrogen ""will start to meet 5% of the global energy demand in 2050 — a figure that needs to hit 13% if Paris climate agreement is to be realized."" 

A stark reminder of how far behind Hydrogen capacity is tracking https://t.co/CcDw0EpaxF - via @ELDaily",sfpoulter,-0.6066603660583496
2022-03-10 08:53:18,"RT @impakterup: #EV owners, this will ease your life!

Grove Energy offers the green hydrogen-powered charging solution for
locations with…",HippolyteBonnet,0.9978746175765991
2022-03-10 08:53:08,@MarshaBlackburn Can you tell me why the proponents  of green renewable energy don't include Hydroelectric Power and Hydrogen Fuel Cells in their list of preferred renewables?,JSSinCDA,-0.9875608086585999
2022-03-10 08:52:26,"The Board's Chief Executive Officer, Nangula Uaandja says the country has also become easy to promote because of its Green Hydrogen ambitions and the recent discovery of oil. Uuandja led the Board's Advisory Board and Exco members to a courtesy call at State House.",newsonnbc,0.9933944344520569
2022-03-10 08:50:00,RT @TheAfricaReport: “The #Ukraine crisis has massively reinforced the opportunity for Africa…Africa can become a leading exporter of green…,TheAfricaReport,0.9904792904853821
2022-03-10 08:49:25,The Prime Minister: International companies want to implement green hydrogen projects in Egypt https://t.co/KLsvx41wov,jaunnewsusa,-0.9436891674995422
2022-03-10 08:44:31,"WE WERE SAYING MORE THAN A DECADE AGO THAT 'HYDROGEN' WAS THE WAY FORWARD &amp; COULD REVERSE THE DAMAGE DONE BY OIL DEPENDENCE!
BUT HYDROGEN NEEDS TO BE GENERATED 'AS YOU GO' NOT BY HUGE PROFIT MAKING COMPANIES WHO THEN CONTROL &amp; CHARGE YOU HIGH 'GREEN PRICES' TO REFILL AT A PUMP!🤔 https://t.co/zEsjN9a3N3",CarlosSatriani1,-0.9940969944000244
2022-03-10 08:37:48,@JenkinsDenis Green hydrogen please,nsreddy08,0.9898214340209961
2022-03-10 08:30:02,"Making #GreenHydrogen cost-competitive: Waiver of central transmission charges is a good first step in enabling green hydrogen in India https://t.co/cX0O8RToGN

#GlobalWarming #ClimateChange #ClimateCrisis #ClimateEmergency #WeDontHaveTime",ManishKhurana,0.9988579750061035
2022-03-10 08:28:19,"High fossil gas prices could speed up biomethane adoption &amp; green hydrogen development in Europe. An interview with @Sustainable2050. My latest in Italian.

Il caro-gas potrebbe aiutare lo sviluppo di biometano e idrogeno verde in Europa.

https://t.co/JUEzV8sCvu",lorenzvallecchi,-0.9366494417190552
2022-03-10 08:27:14,"RT @PlugPowerInc: Fresh from our Q4 earnings call, our CEO Andy Marsh joined @YahooFinance Live to discuss our business results, Plug Power…",AngelaPlummer3,0.9843682646751404
2022-03-10 08:24:02,THP Episode: 097 - Raven SR’s Move In Spain Is A Big Win For The Waste To Hydrogen Model. SoCalGas Just Made The Hydrogen Home A Reality. And A New Green Hydrogen Startup Raises $11 Million In A Series A Round. https://t.co/jzgP1EomdW https://t.co/lbF2K9QLGI,HydrogenPodcast,0.5049070715904236
2022-03-10 08:23:15,"@wildebees This is an excellent @IRENA report unpacks similar thinking. 

If one can export green electrons via green molecules (eg hydrogen) will this change geopolitical dynamics of energy?

Provides energy arbitrage opportunities for the likes of Namibia and RSA.

https://t.co/ByOHXs2ODg",lensofjw,0.9932814836502075
2022-03-10 08:21:15,"@RoyceSouther @Havant_Enviro @GeraldKutney ""Green"" hydrogen is made with Wind and solar with a capacity factor of 10%..40% depending on location.

The pruduction varies wildly and this means the average efficiency of the process is low.

Costs are tremendous as a consequence.

(Nuclear could do it, though.)",CKernkraft,-0.9985051155090332
2022-03-10 08:20:42,"RT @MrDenmore: Interesting move by Guy Debelle, one of Australia’s best, most clear-thinking economists, to resign as RBA Deputy Governor t…",earthiswarming,0.9983856678009033
2022-03-10 08:19:42,"Dr. Bart Boesmans, a leading industry expert on green technologies including hydrogen - the fuel of the future, will share his views on how technological innovation is driving energy transition globally.
Join the ACWA Power KAUST
Innovation Days 2022 https://t.co/tSGQO1osIC",ACWAPower,0.9990332126617432
2022-03-10 08:17:30,"RT @EnergyNews_Biz: EDF Renewables reveals new green hydrogen project in UK 

#hydrogen #gas #renewableenergy
https://t.co/E5lXDvv9A3",Petrine05647629,0.8208284974098206
2022-03-10 08:17:08,"Air Products to build Arizona green hydrogen facility 

#hydrogen #gas #renewableenergy
https://t.co/sreuvrnVmN",EnergyNews_Biz,-0.98788982629776
2022-03-10 08:16:05,"Offshore wind could help meet green hydrogen demand, RVO says 

#hydrogen #gas #renewableenergy
https://t.co/St3qtEK2u8",EnergyNews_Biz,-0.9934759736061096
2022-03-10 08:14:49,"EDF Renewables reveals new green hydrogen project in UK 

#hydrogen #gas #renewableenergy
https://t.co/E5lXDvv9A3",EnergyNews_Biz,0.9867833852767944
2022-03-10 08:14:35,"@darrengrimes_ Is your backer investing in energy in a transitional sense (blue to green hydrogen), or are you being sponsored by a bad actor, just looking for a short to medium term profit?",any_pace,-0.9991937279701233
2022-03-10 08:13:13,"RT @H2020Ideas: This new report from @IRENA explains that #GreenHydrogen is versatile &amp; can be used in many industries, however, it require…",SolarHomeIRL,0.9907113909721375
2022-03-10 08:12:36,RT @ACMEGroup_India: . @ACMEGroup_India  has already set up the world’s first integrated solar to green hydrogen to green ammonia plant and…,vectorborg,0.681675136089325
2022-03-10 08:12:06,"How do you tell the difference between green &amp; blue or grey #hydrogen? 
What is its role in the energy #transition? 
@man_e_s's white paper offers you an introduction to the challenges, technologies, &amp; solutions of hydrogen: The element of decarbonization. https://t.co/H9grSOnHnz https://t.co/FPl17kg09Q",HydrogenEnergy,0.9974623918533325
2022-03-10 08:11:51,"RT @ryzehydrogen: https://t.co/rFuhb8UNnu

The electrolyser being built by EDF will be 30-50 MW in size, but is designed to scale to over 5…",_hypx,-0.7841828465461731
2022-03-10 08:11:20,". @ACMEGroup_India  has already set up the world’s first integrated solar to green hydrogen to green ammonia plant and is working towards another one in solar-radiation-rich Oman
https://t.co/tQVmUNkUpP
#GreenHydrogen #renewable #solarenergy #GreenEnergy",ACMEGroup_India,-0.7469465136528015
2022-03-10 08:09:01,"Worley, ABB, and IBM to collaborate to create an end-to-end green hydrogen solution #ibm #tech https://t.co/WAuaiUWfJf",LTommaseo,-0.7336648106575012
2022-03-10 08:06:50,"RT @lordsidcuplse: #orcp it's quite clear that Pakistan will have to use all of its domestic energy resources to the full, including Thar B…",KarlCampbell6,-0.9887675642967224
2022-03-10 08:03:57,"This new report from @IRENA explains that #GreenHydrogen is versatile &amp; can be used in many industries, however, it requires dedicated #renewableenergy supplies.

https://t.co/qcPf04kg1i",H2020Ideas,0.9178641438484192
2022-03-10 08:00:10,"How do you tell the difference between green and blue or grey #hydrogen? And what is its role in the energy #transition? Our white paper offers you an introduction to the challenges, technologies, and solutions of hydrogen: The element of decarbonization. https://t.co/lWdArM8ZIG https://t.co/0wr0qSo3yK",man_e_s,0.997896671295166
2022-03-10 07:54:51,"#orcp it's quite clear that Pakistan will have to use all of its domestic energy resources to the full, including Thar Block VI and green hydrogen, Oracle are leading the way.
""Will the Ukraine war derail the green energy transition?"" https://t.co/JYCp1ugTy3",lordsidcuplse,-0.9935682415962219
2022-03-10 07:54:37,"https://t.co/rFuhb8UNnu

The electrolyser being built by EDF will be 30-50 MW in size, but is designed to scale to over 500 MW.

Teesside is emerging as a hub for clean hydrogen production, with projects including @bp's H2Teesside.

#hydrogen #EnergyTransition #RyzeHydrogen",ryzehydrogen,0.9936328530311584
2022-03-10 07:50:00,"To display its commitment to achieve #netzero emissions, @ahluss explains that India has incentivised the production of #greenhydrogen. https://t.co/wvDLZQK9Kx",orfonline,-0.9626443386077881
2022-03-10 07:45:53,"Green Hydrogen International announces Hydrogen City, #Texas - The world's largest #greenhydrogen production and storage hub. ""This project is intended to cement that leadership for the next century and beyond..."" https://t.co/YLYaCzfWBs",emcombustion,0.9979124665260315
2022-03-10 07:35:35,RT @respectmyplanet: More green #hydrogen dedicated to the California mobility market.  Stations are about to proliferate like never before…,mar13hydrogen,0.7794350981712341
2022-03-10 07:35:15,RT @kaffjamesnewtow: Green hydrogen expansion needs more power – Trafigura https://t.co/C754G7Ymqv,mar13hydrogen,-0.9986578226089478
2022-03-10 07:29:55,"Where is the hydrogen going to come from?

Is it green hydrogen? Is it blue hydrogen? 

How has Canada's hydrogen economy advanced in the last decade? The last 5 years?

Please, bring us back to solutions based on planet earth.
https://t.co/focAnwf25u",newpowerpost,-0.6761071085929871
2022-03-10 07:23:10,Green hydrogen expansion needs more power – Trafigura https://t.co/C754G7Ymqv,kaffjamesnewtow,-0.9979536533355713
2022-03-10 07:21:33,RBA heir apparent Guy Debelle unexpectedly quits to join Forrest’s green hydrogen play https://t.co/35ulkeOJ7n,kaffjamesnewtow,-0.9966018199920654
2022-03-10 07:21:12,@bhagwatweep @unapologeticAnk Green hydrogen... methnol blending ... renewable energy.. nuclear power plants... hydropower plants...,NoLimit79005970,0.9806597828865051
2022-03-10 07:19:49,"In Today's #CurrentContent, Read more about Green Hydrogen Policy &gt;https://t.co/LpxasdmFVo",afe_ias,-0.9522494077682495
2022-03-10 07:18:27,@Elstatistik https://t.co/1wqSaeRGIu,ingemar_leif,-0.9878936409950256
2022-03-10 07:17:31,"RT @Jigsaw_Group: This looks excellent from @EDF_Renewables and @Hynamics !

#teesside #teesvalley #engineering #netzero #greenhydrogen #hy…",Petrine05647629,0.9991430044174194
2022-03-10 07:17:18,Namibia's green hydrogen plans are exciting and a potential ‘game-changer’ for the country. This new IPPR publication sheds light on the challenges ahead and what might be in store for Namibia. https://t.co/uCk3PeI32N,ipprnamibia,0.9987539052963257
2022-03-10 07:15:32,RT @Ananth1402: IIT Mandi and Northeastern University (USA) organize a two days workshop titled 'India Mission for Green Hydrogen and Go-El…,Ayan_Mondal_,0.5982199311256409
2022-03-10 07:15:24,"This looks excellent from @EDF_Renewables and @Hynamics !

#teesside #teesvalley #engineering #netzero #greenhydrogen #hydrogen

https://t.co/BCOfbGDAG0 https://t.co/dbLaagWIBG",Jigsaw_Group,0.9961536526679993
2022-03-10 07:12:58,@ms_kokomo He's a heavy weight &amp; he's also part of a regulatory climate change working group so it seems appropriate for him to get on board with a company that is committed to producing zero-carbon green hydrogen from 100% renewable sources. 👍,ECamp1234,-0.9847036004066467
2022-03-10 07:11:01,H2 Clipper Will Resurrect Hydrogen Airships to Haul Green Fuel Across the Planet https://t.co/YJJ23Pc04K,skydog811,0.5047934651374817
2022-03-10 07:03:53,"RT @StFilansDream: Not just stupid Dick, we don’t need to do this with all the risks you outline, when we have cheaper &amp; more sustainable g…",holywullie,-0.9925336837768555
2022-03-10 07:03:21,"@HerbertvonPfalz @StaffanReveman Nein, tun Sie nicht. 
Hier als Bsp für die ersten sinnvollen Abnehmer: ArcelorMittal für europäisches Projekt, ein anderes in HH geplant
https://t.co/02Zp3GKqlZ",DerClue,-0.987031877040863
2022-03-10 07:01:39,The Age altered a news headline: https://t.co/EEgioB0SER https://t.co/TxVAyVOwPk,ausheadlinebot,-0.9923050999641418
2022-03-10 06:59:50,"Green hydrogen could be competitive within next few years, Origin chief says https://t.co/TIjd9WM9qM via @renew_economy",anna26458,-0.992374837398529
2022-03-10 06:59:34,@Elstatistik https://t.co/288kdNdmeV,ingemar_leif,-0.9894198179244995
2022-03-10 06:58:26,"RT @GeoObserver: @RealJackSamurai @nickhedley Ours is trivial. The Dems want to convert the US to ""green"". 

Even if all cars &amp; trucks were…",GeoObserver,-0.9995728135108948
2022-03-10 06:57:09,"@RealJackSamurai @nickhedley Ours is trivial. The Dems want to convert the US to ""green"". 

Even if all cars &amp; trucks were EV, they must be charged from a stable grid. Hydrogen must be by electrolysis from the grid.

Astonishing how the whole world can get enthralled by a deranged ranting teen.",GeoObserver,-0.9931619167327881
2022-03-10 06:56:30,RT @reNEWS_: @EDF_Renewables has launched plans for a new UK green hydrogen project powered by Teeside Offshore Wind Farm (pictured) and a…,tristanzipfel,0.87356036901474
